start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697005234.0284116,1697005240.6760387,6.647627115249634,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.01573138015195,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0285757,1697005240.6802647,6.651689052581787,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.001676535167345,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0287154,1697005240.6712167,6.642501354217529,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.033491728662664,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.028827,1697005240.673022,6.644195079803467,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.027620074714257,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0289934,1697005240.6663752,6.6373817920684814,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.051257979890728,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0291414,1697005240.6784418,6.6493003368377686,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.009939730405193,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0292957,1697005240.6694033,6.64010763168335,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.041795176626167,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.029731,1697005240.6678247,6.638093709945679,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.048785793843823,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0298975,1697005240.681198,6.651300430297852,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.003020477478042,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0300434,1697005240.6767092,6.646665811538696,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.01906013303543,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0301657,1697005240.682975,6.652809381484985,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.99780306734846,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
1697005234.0302927,1697005240.678817,6.648524284362793,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,23.012625577656863,llama2-7b-chat,16,2,100, 15805 MiB, 16591 MiB,0,6.694952011108398
