start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1696994933.790438,1696994936.7367966,2.9463586807250977,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,23.07933533172724,llama2-7b-chat,4,2,50, 15805 MiB, 15941 MiB,0,2.967345714569092
1696994933.7905438,1696994936.7334588,2.9429149627685547,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,23.10634213366085,llama2-7b-chat,4,2,50, 15805 MiB, 15941 MiB,0,2.967345714569092
1696994933.7906888,1696994936.735302,2.944613218307495,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,23.09301594424175,llama2-7b-chat,4,2,50, 15805 MiB, 15941 MiB,0,2.967345714569092
1696994933.7908015,1696994936.732331,2.9415295124053955,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,23.11722514196158,llama2-7b-chat,4,2,50, 15805 MiB, 15941 MiB,0,2.967345714569092
1696994951.8251832,1696994958.3911643,6.565981149673462,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,23.454225117240657,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,1,6.5907368659973145
1696994951.8253126,1696994958.3942432,6.568930625915527,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,23.443694075934417,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,1,6.5907368659973145
1696994951.8254492,1696994958.3929248,6.5674755573272705,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,23.44888818477347,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,1,6.5907368659973145
1696994951.8255374,1696994958.395719,6.570181608200073,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,23.439230326266262,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,1,6.5907368659973145
1696994973.4756851,1696994975.0544682,1.5787830352783203,200,How old are you?,"How old are you?

I am 25 years old.",16,36,22.80237321757998,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,2,1.5982239246368408
1696994973.4758043,1696994975.0509326,1.5751283168792725,200,How old are you?,"How old are you?

I am 25 years old.",16,36,22.855280813772115,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,2,1.5982239246368408
1696994973.4759636,1696994975.0525327,1.5765690803527832,200,How old are you?,"How old are you?

I am 25 years old.",16,36,22.834394286068587,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,2,1.5982239246368408
1696994973.476051,1696994975.0533514,1.5773003101348877,200,How old are you?,"How old are you?

I am 25 years old.",16,36,22.823808357028312,llama2-7b-chat,4,2,50, 15805 MiB, 16105 MiB,2,1.5982239246368408
1696994990.14055,1696994995.78878,5.648230075836182,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.556991833905336,llama2-7b-chat,4,2,50, 15805 MiB, 16107 MiB,3,5.668843507766724
1696994990.1406865,1696994995.7871566,5.646470069885254,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.565269654045693,llama2-7b-chat,4,2,50, 15805 MiB, 16107 MiB,3,5.668843507766724
1696994990.140827,1696994995.7878416,5.647014617919922,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.562707934914556,llama2-7b-chat,4,2,50, 15805 MiB, 16107 MiB,3,5.668843507766724
1696994990.1409137,1696994995.7895763,5.648662567138672,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,26.55495849099417,llama2-7b-chat,4,2,50, 15805 MiB, 16107 MiB,3,5.668843507766724
1696995010.8733897,1696995016.4930155,5.619625806808472,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,37.01314058099688,llama2-7b-chat,4,2,50, 15805 MiB, 16139 MiB,4,5.640559911727905
1696995010.8735127,1696995016.4905612,5.617048501968384,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,37.030123547466346,llama2-7b-chat,4,2,50, 15805 MiB, 16139 MiB,4,5.640559911727905
1696995010.8736577,1696995016.4922416,5.618583917617798,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,37.020004159373514,llama2-7b-chat,4,2,50, 15805 MiB, 16139 MiB,4,5.640559911727905
1696995010.8737335,1696995016.4939158,5.620182275772095,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,37.009475813028715,llama2-7b-chat,4,2,50, 15805 MiB, 16139 MiB,4,5.640559911727905
1696995031.5809767,1696995036.735365,5.154388189315796,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.757643702636436,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,5,5.175005197525024
1696995031.581084,1696995036.7330053,5.151921272277832,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.7738080230929,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,5,5.175005197525024
1696995031.5812335,1696995036.7343414,5.1531078815460205,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.76603090789495,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,5,5.175005197525024
1696995031.581315,1696995036.7356136,5.154298543930054,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,33.75823082753145,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,5,5.175005197525024
1696995051.816816,1696995057.264035,5.447218894958496,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I enjoy playing guitar and writing music, and I'm also interested",37,188,34.513024650798876,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,6,5.470058917999268
1696995051.81695,1696995057.2625499,5.445599794387817,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I enjoy playing guitar and writing music, and I'm also interested",37,188,34.52328615733954,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,6,5.470058917999268
1696995051.8170896,1696995057.2630439,5.445954322814941,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I enjoy playing guitar and writing music, and I'm also interested",37,188,34.52103871169182,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,6,5.470058917999268
1696995051.8171794,1696995057.2654634,5.448283910751343,200,Do you have any hobbies or interests?,"Do you have any hobbies or interests?

I have a lot of hobbies and interests, but I'm not sure which ones to mention here. I enjoy playing guitar and writing music, and I'm also interested",37,188,34.5062781381512,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,6,5.470058917999268
1696995072.3476198,1696995077.973213,5.625593185424805,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,27.374890953543243,llama2-7b-chat,4,2,50, 15805 MiB, 16141 MiB,7,5.6486406326293945
