start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697022591.0078936,1697022599.0187593,8.010865688323975,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.099059446596527,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0095239,1697022599.0132012,8.003677368164062,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.11621283093976,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0096762,1697022599.0236802,8.014003992080688,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.091580207745363,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0098417,1697022599.016468,8.00662636756897,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.1091719503398,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.010004,1697022599.0197449,8.009740829467773,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.101741649007444,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0104249,1697022599.0258257,8.015400886535645,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.088252997677387,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0106478,1697022599.0243542,8.01370644569397,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.09228907208249,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.010758,1697022599.0197582,8.009000301361084,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.10350783405496,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0109646,1697022599.0223382,8.011373519897461,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.097848779613297,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0111377,1697022599.0210466,8.00990891456604,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.1013408057324,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
1697022591.0113344,1697022599.018344,8.007009506225586,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,19.10825756870151,llama2-7b-chat,8,2,100,1000, 15805 MiB, 16333 MiB,0,8.054461240768433
