start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t
1697021131.1744142,1697021137.8775024,6.703088283538818,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.825299851074824,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1746106,1697021137.8872533,6.712642669677734,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.79281164348725,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1747584,1697021137.8855832,6.710824728012085,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.798986145674892,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1749456,1697021137.8885415,6.713595867156982,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.789575516226474,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1750739,1697021137.8819218,6.706847906112671,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.812504792386104,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1752486,1697021137.8842385,6.708989858627319,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.8052215346923,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1760232,1697021137.8847518,6.708728551864624,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.80610980414093,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1762276,1697021137.8817568,6.70552921295166,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.816991044417804,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1763675,1697021137.8864598,6.710092306137085,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.801474706997013,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1765754,1697021137.8722804,6.695704936981201,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.850469284415777,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1767795,1697021137.88803,6.71125054359436,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.797539595065903,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1769316,1697021137.873777,6.696845293045044,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.846578247655945,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1770377,1697021137.8803291,6.703291416168213,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.82460816651457,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.1772301,1697021137.8761287,6.698898553848267,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.839575606366992,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.177439,1697021137.8829854,6.7055463790893555,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.816932633128417,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021131.177516,1697021137.8801258,6.7026097774505615,200,What is your name?,"What is your name?

My name is Sherlock Holmes.

What is your occupation?

I am a consulting detective.

What is your favorite hobby?

I have no time for",18,153,22.82692937230725,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,0,6.744933843612671
1697021142.9698143,1697021149.0548239,6.085009574890137,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.787139443891988,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9698992,1697021149.0560956,6.086196422576904,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.78191577835826,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.97006,1697021149.0529308,6.082870721817017,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.79655831174893,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.970219,1697021149.0577328,6.0875139236450195,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.77611945442591,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9703631,1697021149.05974,6.089376926422119,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.767927485771924,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9704921,1697021149.058819,6.088326930999756,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.772543893800723,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9706163,1697021149.0622485,6.091632127761841,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.758017651320106,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.971095,1697021149.065367,6.094271898269653,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.746427255121418,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.971269,1697021149.064149,6.092880010604858,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.75253734133827,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9713888,1697021149.0701373,6.098748445510864,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.726795088585792,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9715362,1697021149.0708895,6.099353313446045,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.724144613932424,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9716673,1697021149.0625467,6.090879440307617,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.76132430422359,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
1697021142.9717984,1697021149.066768,6.0949695110321045,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

I like to play basketball",19,163,26.743365935623533,llama2-7b-chat,16,1,50,1000, 7909 MiB, 8695 MiB,1,6.133875131607056
