start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker
1696871804.1985152,1696871810.3954947,6.196979522705078,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.56230190070674,llama2-7b-chat,32,1
1696871804.1985974,1696871810.4072704,6.208673000335693,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.50850737193437,llama2-7b-chat,32,1
1696871804.1987066,1696871810.394623,6.195916414260864,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.56720268088301,llama2-7b-chat,32,1
1696871804.1988034,1696871810.3886325,6.189829111099243,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.595296707402447,llama2-7b-chat,32,1
1696871804.199016,1696871810.3913376,6.192321538925171,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.58378701547896,llama2-7b-chat,32,1
1696871804.1992223,1696871810.388286,6.189063787460327,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.598832727919206,llama2-7b-chat,32,1
1696871804.1993732,1696871810.3942184,6.194845199584961,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.572142530996345,llama2-7b-chat,32,1
1696871804.1995885,1696871810.3969707,6.197382211685181,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.560446000291225,llama2-7b-chat,32,1
1696871804.1996956,1696871810.3822725,6.182576894760132,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.628839238540056,llama2-7b-chat,32,1
1696871804.1998677,1696871810.4063482,6.206480503082275,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.518578268649662,llama2-7b-chat,32,1
1696871804.2000206,1696871810.3845036,6.184483051300049,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.620015372633706,llama2-7b-chat,32,1
1696871804.2002394,1696871810.3822722,6.182032823562622,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.631358818634887,llama2-7b-chat,32,1
1696871804.2003934,1696871810.4009285,6.20053505897522,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.545923588286797,llama2-7b-chat,32,1
1696871804.200584,1696871810.4078345,6.207250595092773,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.515040159636822,llama2-7b-chat,32,1
1696871804.2008274,1696871810.398223,6.19739556312561,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.560384470719725,llama2-7b-chat,32,1
1696871804.2010095,1696871810.4021099,6.2011003494262695,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.543321350440035,llama2-7b-chat,32,1
1696871804.201314,1696871810.3893185,6.188004493713379,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.6037284200134,llama2-7b-chat,32,1
1696871804.2023323,1696871810.39697,6.194637775421143,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.57309925405068,llama2-7b-chat,32,1
1696871804.2025912,1696871810.3973608,6.194769620895386,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.5724911226669,llama2-7b-chat,32,1
1696871804.2027974,1696871810.3854766,6.182679176330566,200,Do you have a favorite childhood toy?,"Do you have a favorite childhood toy?

I do! My favorite childhood toy was a stuffed animal named Mr. Whiskers. He was a little gray cat with bright green eyes and a soft, plush",37,177,28.628365624665953,llama2-7b-chat,32,1
