start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t,init_t,input_token_count,output_token_count
1697082561.9539528,1697082567.4570565,5.503103733062744,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,12.356663311915202,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.954113,1697082565.065706,3.111593008041382,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,21.85375780967035,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.954261,1697082565.0694911,3.115230083465576,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,21.828243236644838,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.9543765,1697082567.4554327,5.50105619430542,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,12.3612625645221,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.9545527,1697082567.4599574,5.505404710769653,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,12.35149885838159,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.954716,1697082565.0678663,3.1131503582000732,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,21.842825490547614,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.9549482,1697082565.0712883,3.116340160369873,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,21.8204677604672,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082561.9552855,1697082567.458857,5.503571510314941,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,12.35561305464144,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8045 MiB,0,8.648791313171387,12.307646751403809,6,22
1697082576.8208814,1697082583.0884764,6.267595052719116,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,24.57082799776432,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.8211043,1697082583.0910048,6.269900560379028,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,24.561793048706722,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.821249,1697082583.092044,6.270795106887817,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,24.55828924004342,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.8213952,1697082589.2277706,12.406375408172607,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,12.412972760646404,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.821528,1697082589.2236514,12.40212345123291,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,12.417228437174657,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.8216872,1697082589.2251456,12.4034583568573,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,12.415892049563782,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.8218791,1697082589.22632,12.404440879821777,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,12.414908619582427,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082576.8222213,1697082583.0892916,6.267070293426514,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,24.572885381791476,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,1,15.737698554992676,12.307646751403809,6,50
1697082598.760591,1697082600.4143715,1.653780460357666,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.768306533392114,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.7606862,1697082600.41467,1.6539838314056396,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.765629939323752,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.7609317,1697082600.4157114,1.6547796726226807,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.75516208930894,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.761084,1697082600.4163227,1.6552386283874512,200,How old are you?,"How old are you?

I am 25 years old.",16,36,21.74912993365285,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.7612364,1697082602.031396,3.2701594829559326,200,How old are you?,"How old are you?

I am 25 years old.",16,36,11.00863740365935,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.7614143,1697082602.030549,3.269134759902954,200,How old are you?,"How old are you?

I am 25 years old.",16,36,11.012088104030523,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.761854,1697082602.0314686,3.2696146965026855,200,How old are you?,"How old are you?

I am 25 years old.",16,36,11.010471673774614,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082598.762014,1697082602.0322063,3.2701923847198486,200,How old are you?,"How old are you?

I am 25 years old.",16,36,11.008526644552154,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8073 MiB,2,6.7068235874176025,12.307646751403809,6,16
1697082611.2804325,1697082617.246119,5.965686559677124,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,25.14379501830856,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.2806232,1697082623.192972,11.912348747253418,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,12.591975200070003,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.2807872,1697082617.2450895,5.96430230140686,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,25.149630655813336,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.2810023,1697082623.1932347,11.912232398986816,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,12.592098187469723,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.2811375,1697082617.2464738,5.965336322784424,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,25.14527126108204,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.281296,1697082617.2470279,5.965731859207153,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,25.143604094189882,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.2814822,1697082623.1937635,11.912281274795532,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,12.592046522388271,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082611.2820091,1697082623.1942906,11.912281513214111,200,What do you do for a living?,"What do you do for a living? <a href=""https://www.fresherslive.com/job-interview-questions/"">Job Interview Questions</a>

What do you do for a living?",28,150,12.592046270364522,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,3,15.29987621307373,12.307646751403809,9,50
1697082632.478392,1697082638.366607,5.888215065002441,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,35.32479668351138,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,4,15.062943696975708,12.307646751403809,10,50
1697082632.4785943,1697082638.3666468,5.888052463531494,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,35.32577219518306,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,4,15.062943696975708,12.307646751403809,10,50
1697082632.4787774,1697082644.2347412,11.755963802337646,200,Have you been to any interesting places recently?,"Have you been to any interesting places recently?

I've been to a few places recently, but I think the most interesting one was the ancient city of Petra in Jordan. It's an incredible archaeological site that",49,208,17.69314736735066,llama2-7b-chat,4,1,100,1000, 7909 MiB, 8079 MiB,4,15.062943696975708,12.307646751403809,10,50
