start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker,max_length,max_batch_delay,inited_gpu_memory_used,runtime_gpu_memory_used,index,batch_t,init_t,input_token_count,output_token_count
1697210797.5755475,1697210804.1432312,6.567683696746826,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,10.35372638814541,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.5757303,1697210804.0456867,6.469956398010254,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,10.510117196603128,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.5758832,1697210804.144114,6.568230867385864,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,10.352863864400643,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.5760164,1697210801.173661,3.597644567489624,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,18.901255731176708,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.5761967,1697210801.244163,3.667966365814209,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,18.53888318981504,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.576351,1697210804.04704,6.470689058303833,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,10.508927161742632,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.5765297,1697210801.2457757,3.669245958328247,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,18.532418042365748,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210797.5769758,1697210801.174906,3.5979301929473877,200,What is your name?,"What is your name? *

Your email address? *

What is your message? *",18,68,18.899755235188454,llama2-7b-chat,2,2,20,1000, 15805 MiB, 15961 MiB,0,9.621272325515747,17.1117684841156,6,20
1697210813.2617688,1697210820.6209319,7.359163045883179,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,20.926292710167605,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.2619402,1697210820.6214318,7.359491586685181,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,20.92535852321883,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.262135,1697210827.8689544,14.60681939125061,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,10.543020754555574,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.2622664,1697210820.6857173,7.423450946807861,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,20.745068715813517,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.2624092,1697210827.8685117,14.606102466583252,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,10.543538247272382,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.2625642,1697210820.6865158,7.423951625823975,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,20.743669646811274,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.2627409,1697210828.026988,14.764247179031372,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,10.430602937799323,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210813.2631118,1697210828.0260518,14.762939929962158,200,Where are you from?,"Where are you from?

I am from the United States.

What do you do?

I am a software engineer.

What do you like to do in your free time?

In my free time,",19,154,10.43152656114579,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,1,17.944010496139526,17.1117684841156,6,20
1697210837.3172765,1697210839.2763534,1.9590768814086914,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.376001647323758,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
1697210837.317483,1697210841.149652,3.8321690559387207,200,How old are you?,"How old are you?

I am 35 years old.",16,36,9.394157583995602,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
1697210837.317643,1697210839.2776968,1.9600539207458496,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.366841656223976,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
1697210837.3177428,1697210839.278815,1.9610722064971924,200,How old are you?,"How old are you?

I am 35 years old.",16,36,18.357304682983656,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
1697210837.317943,1697210841.1587753,3.840832233428955,200,How old are you?,"How old are you?

I am 35 years old.",16,36,9.37296862036083,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
1697210837.3180752,1697210841.1504552,3.8323800563812256,200,How old are you?,"How old are you?

I am 35 years old.",16,36,9.393640367180458,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
1697210837.3182323,1697210841.158196,3.839963674545288,200,How old are you?,"How old are you?

I am 35 years old.",16,36,9.375088686031116,llama2-7b-chat,2,2,20,1000, 15805 MiB, 16121 MiB,2,7.206610202789307,17.1117684841156,6,16
