start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker
1696871459.3214688,1696871461.5642416,2.2427728176116943,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.051558908376652,llama2-7b-chat,24,1
1696871459.321602,1696871461.5777245,2.256122350692749,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.956581427840602,llama2-7b-chat,24,1
1696871459.3217337,1696871461.5806828,2.258949041366577,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.936614479015155,llama2-7b-chat,24,1
1696871459.3219497,1696871461.564242,2.2422921657562256,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.054999678357614,llama2-7b-chat,24,1
1696871459.3220856,1696871461.5794482,2.2573626041412354,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.947814468954322,llama2-7b-chat,24,1
1696871459.3223329,1696871461.5765197,2.2541868686676025,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.970282011836385,llama2-7b-chat,24,1
1696871459.3224099,1696871461.5756154,2.2532055377960205,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.977237493927653,llama2-7b-chat,24,1
1696871459.3224988,1696871461.564355,2.241856098175049,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.05812256607607,llama2-7b-chat,24,1
1696871459.3226926,1696871461.5809557,2.258263111114502,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.94145510450871,llama2-7b-chat,24,1
1696871459.322801,1696871461.5783818,2.2555806636810303,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.960413466769676,llama2-7b-chat,24,1
1696871459.3230364,1696871461.5743098,2.2512733936309814,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.990949878342922,llama2-7b-chat,24,1
1696871459.3232098,1696871461.573621,2.25041127204895,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.997075933246098,llama2-7b-chat,24,1
1696871459.3233967,1696871461.5717182,2.248321533203125,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.011944674439754,llama2-7b-chat,24,1
1696871459.32359,1696871461.5684974,2.2449073791503906,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.036296345386233,llama2-7b-chat,24,1
1696871459.3236823,1696871461.569892,2.2462096214294434,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.026999286509295,llama2-7b-chat,24,1
1696871459.3239455,1696871461.5768843,2.252938747406006,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.9791294998365,llama2-7b-chat,24,1
1696871459.3241768,1696871461.5710287,2.246851921081543,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.022417704621613,llama2-7b-chat,24,1
1696871459.3244185,1696871461.574951,2.250532388687134,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.996215020482726,llama2-7b-chat,24,1
1696871459.3263094,1696871461.567675,2.241365671157837,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.061636199417315,llama2-7b-chat,24,1
1696871459.3264284,1696871461.5667105,2.2402820587158203,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.06940512688657,llama2-7b-chat,24,1
1696871459.3265886,1696871461.5788646,2.2522759437561035,200,How old are you?,"How old are you?

I am 25 years old.",16,36,15.983831865629694,llama2-7b-chat,24,1
1696871459.3285336,1696871461.5654109,2.236877202987671,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.09386512228603,llama2-7b-chat,24,1
1696871459.3269274,1696871461.572238,2.2453105449676514,200,How old are you?,"How old are you?

I am 25 years old.",16,36,16.033416883328563,llama2-7b-chat,24,1
