start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker
1696873403.6411188,1696873409.4071946,5.766075849533081,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.70793864296295,llama2-7b-chat,32,2
1696873403.6412652,1696873409.4063509,5.765085697174072,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.712525726284984,llama2-7b-chat,32,2
1696873403.6414213,1696873409.4066384,5.765217065811157,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.711917043548894,llama2-7b-chat,32,2
1696873403.6415796,1696873409.407476,5.765896320343018,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.70877023172668,llama2-7b-chat,32,2
1696873403.6420498,1696873409.4073079,5.765258073806763,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.711727043003783,llama2-7b-chat,32,2
1696873403.6423078,1696873409.4073818,5.765074014663696,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.71257985730883,llama2-7b-chat,32,2
1696873403.6424084,1696873409.406628,5.764219522476196,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.71653975000671,llama2-7b-chat,32,2
1696873403.642605,1696873409.4073923,5.764787197113037,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.713908897994024,llama2-7b-chat,32,2
1696873403.6427765,1696873409.4073846,5.764608144760132,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.714738648798132,llama2-7b-chat,32,2
1696873403.6429515,1696873409.4073858,5.764434337615967,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.715544141958386,llama2-7b-chat,32,2
1696873403.6431577,1696873409.4083786,5.765220880508423,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.711899368965557,llama2-7b-chat,32,2
1696873403.6433167,1696873409.4085665,5.765249729156494,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.711765705686357,llama2-7b-chat,32,2
1696873403.643515,1696873409.407705,5.764189958572388,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.716676776235364,llama2-7b-chat,32,2
1696873403.643776,1696873409.4091914,5.76541543006897,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.710997996228997,llama2-7b-chat,32,2
1696873403.6439939,1696873409.4086912,5.764697313308716,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.714325424245022,llama2-7b-chat,32,2
1696873403.6441388,1696873409.4091706,5.765031814575195,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.712775393651096,llama2-7b-chat,32,2
1696873403.644297,1696873409.408052,5.7637550830841064,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.718692550273442,llama2-7b-chat,32,2
1696873403.6444392,1696873409.4084048,5.763965606689453,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.717716674310665,llama2-7b-chat,32,2
1696873403.6445832,1696873409.4080563,5.763473033905029,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.720000092662463,llama2-7b-chat,32,2
1696873403.6447706,1696873409.409084,5.764313459396362,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.716104369543924,llama2-7b-chat,32,2
1696873403.64501,1696873409.4102368,5.7652268409729,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.71187175247592,llama2-7b-chat,32,2
1696873403.6451747,1696873409.4094715,5.764296770095825,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.716181720366198,llama2-7b-chat,32,2
1696873403.6454227,1696873409.4091566,5.763733863830566,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.71879091545214,llama2-7b-chat,32,2
1696873403.6456597,1696873409.4099376,5.764277935028076,200,How do you like to spend your weekends?,"How do you like to spend your weekends?

I like to spend my weekends outdoors, whether it's hiking, biking, or just relaxing in a park.

What do you think",39,154,26.716269016832186,llama2-7b-chat,32,2
