start_t,end_t,latency,status_code,input_text,output_text,input_len,output_len,output_speed,model_name,batch_size,num_worker
1696868809.7982662,1696868815.0795717,5.281305551528931,200,What's your favorite board game or card game?,"What's your favorite board game or card game?

I'm a big fan of Monopoly, but I'm always looking for new games to try. Do you have any recommendations?",45,151,28.59141523373623,llama2-7b-chat,2,1
1696868809.7984014,1696868815.0796318,5.281230449676514,200,What's your favorite board game or card game?,"What's your favorite board game or card game?

I'm a big fan of Monopoly, but I'm always looking for new games to try. Do you have any recommendations?",45,151,28.591821818578104,llama2-7b-chat,2,1
1696868815.0934672,1696868818.6993375,3.605870246887207,200,Have you ever been to a music festival?,"Have you ever been to a music festival? If so, what was your favorite part? If not, would you like to go to one someday?

",39,122,33.83371881040849,llama2-7b-chat,2,1
1696868815.0936017,1696868818.6979165,3.6043148040771484,200,Have you ever been to a music festival?,"Have you ever been to a music festival? If so, what was your favorite part? If not, would you like to go to one someday?

",39,122,33.84831975886107,llama2-7b-chat,2,1
1696868818.7128108,1696868823.4949543,4.782143592834473,200,What's the most exotic food you've ever tried?,"What's the most exotic food you've ever tried?

I've tried a lot of different foods, but one of the most exotic I've ever had is fried tarantulas. I was in",46,155,32.412242959883265,llama2-7b-chat,2,1
1696868818.7129188,1696868823.4928198,4.779901027679443,200,What's the most exotic food you've ever tried?,"What's the most exotic food you've ever tried?

I've tried a lot of different foods, but one of the most exotic I've ever had is fried tarantulas. I was in",46,155,32.42744966944425,llama2-7b-chat,2,1
1696868823.5085049,1696868828.054111,4.5456061363220215,200,"Do you enjoy watching sports? If so, which sport is your favorite?","Do you enjoy watching sports? If so, which sport is your favorite?

I'm a big fan of basketball and football. I love watching the NBA and NFL games on TV. Going to live games is even more exciting",66,196,43.118561996352184,llama2-7b-chat,2,1
1696868823.5086625,1696868828.0556273,4.546964883804321,200,"Do you enjoy watching sports? If so, which sport is your favorite?","Do you enjoy watching sports? If so, which sport is your favorite?

I'm a big fan of basketball and football. I love watching the NBA and NFL games on TV. Going to live games is even more exciting",66,196,43.105677085417064,llama2-7b-chat,2,1
1696868828.069276,1696868833.117896,5.048619985580444,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,34.464863764151,llama2-7b-chat,2,1
1696868828.0693295,1696868833.1166444,5.047314882278442,200,What's your favorite book or movie?,"What's your favorite book or movie?

I'm a big fan of science fiction and fantasy, and I'm always looking for new recommendations. Have you read or seen anything good lately?",35,174,34.473775474347555,llama2-7b-chat,2,1
